"","GSM8093099_E2477-1_PrimeView_.CEL","GSM8093100_E2477-2_PrimeView_.CEL","GSM8093101_E2477-3_PrimeView_.CEL","GSM8093102_E2478-1_PrimeView_.CEL","GSM8093103_E2478-2_PrimeView_.CEL","GSM8093104_E2478-3_PrimeView_.CEL"
"LOC100128775 /// NEDD8",12.0664245787151,12.0258028925785,12.0740436179067,11.7519532122189,11.7545195911204,11.8336219684965
"EPRS",9.67985450624739,9.64832796029458,9.70194148746748,9.16790056207683,9.25582544322412,9.32250317043284
"EPRS",10.4783483605267,10.3848972201831,10.3733725468754,9.75682663786954,9.83265117763705,9.91234064916961
"PFKP",11.550465727624,11.5246562232375,11.5091683589252,11.5156045849677,11.5413638796585,11.5698944292544
"SMOC2",3.48304180958767,3.54196201281428,3.65270500404059,3.2305951821182,3.26584771946312,3.28592420718018
"MTFR1L",7.4678560967767,7.37658661980218,7.44383928283731,7.23183571511026,7.18588117153255,7.3066944619236
"MTFR1L",7.94038187758109,7.90241185603609,7.76152450961225,7.78580123799668,7.7731886797351,7.84195136883535
"MTFR1L",8.20836014059101,8.02441995915681,8.16938869831116,8.34266227603196,8.37271436534953,8.37057037185314
"VGLL4",7.72763666184254,7.6180471880139,7.57500905474298,7.39005274144235,7.46854132758043,7.37873844756095
"VGLL4",7.06237601583804,7.27491664225495,7.18003785334684,7.2947420189337,7.42283997944113,7.47399338340472
"C6orf48",11.5934004727866,11.5642075315956,11.5964251680606,13.0814990061862,13.0772337316682,13.0541164070942
"BRK1",9.65427593175856,9.58468820655479,9.62120442234555,9.2212486642318,9.19967119970446,9.13496312675229
"AIP",9.0656715794932,9.04023284798911,9.03582732935246,8.78174910776305,8.85886823467027,8.91155276875432
"VPS11",7.73659819130349,7.72671183855916,7.74470029866932,9.20285437804196,9.18811852833735,9.2551923371663
"DUS1L",9.01918623402054,8.95816614210816,9.00414838266953,8.69251682263319,8.65725847222366,8.78573014121211
"ADNP",10.1072487949337,9.97553426824322,10.0354886167283,10.3892087601536,10.4224024963725,10.4972941703796
"ADNP",9.66936029148133,9.69450030564785,9.70295549208246,10.3226253514532,10.3555048912248,10.2963211184519
"HTN3",4.08267538395558,3.92959677849505,3.82374991603261,4.19270755195298,4.18604820579516,4.10047954133376
"YPEL5",9.07273727467643,9.06537124252871,9.03192536811417,9.37034933019219,9.37257931802096,9.35153414372931
"GH1",4.13156642871597,4.1820951400805,4.32312666141724,3.82407881652677,4.28990212678851,4.1378185068939
"ATP5G1",11.1005734570846,11.1172751721465,11.1060863181746,10.8295825300647,10.8048774657025,10.8185464435278
"JTB",11.2991410848682,11.2191134395294,11.2309639988782,10.867712752458,10.886647683381,10.9473042353588
"COX7A2L",10.8693210229157,10.7515025351606,10.799741294309,10.69770776205,10.6999836682445,10.755784837889
"MCM2",9.40622811009792,9.37560317922865,9.32121856007916,7.89483062396792,7.90522581572471,8.02526110713423
"MCM2",9.48206888907092,9.50355627725774,9.5141060488247,8.40937067565297,8.61167213823208,8.51907622448904
"SPG7",9.66687159031835,9.67128082270932,9.62022941349159,9.23459671405713,9.16495852295057,9.26005432313564
"ID2",3.24490957431546,3.42097876442514,3.30321324678038,5.99470144405092,6.24677696038733,5.90147895080339
"MRPL16",9.99711187408506,9.8876169139622,9.95917617746924,8.94286274905574,8.98223008499937,9.00343460502605
"NOSIP",10.8965317587518,10.8974774023857,10.8497593163606,11.5424383163723,11.6315496801529,11.6134411707328
"NDUFC1",11.573238494923,11.5830547031934,11.5517317601917,11.1883077421761,11.1800337074151,11.2244753227271
"CAB39",10.7253623826895,10.6685482044169,10.6860750710362,11.3876726190662,11.3956922675132,11.4777384789205
"CAB39",8.7220721738518,8.714653451866,8.55858630346683,9.39999512084397,9.44537004052339,9.45380781825972
"FAF2",7.58752104884784,7.65758103561017,7.50680018649724,8.51269217039737,8.58853516316125,8.58602641549672
"FAF2",8.05025860362217,7.90775480395437,7.92637024774929,8.65972757003742,8.6377286558903,8.57572988929611
"FAF2",10.514832257994,10.5784847580278,10.5041093229065,10.4265031185436,10.4685475611872,10.4253493227329
"FAF2",7.81497821137608,7.94611639957699,7.87071289653965,8.62354870606569,8.60197333953571,8.78471825370426
"FAF2",7.66613297203282,7.67062647126332,7.62326291873647,8.2394418124392,8.22339245951317,8.30073169873516
"HYOU1",6.70816491455363,6.8301721771804,6.73689523144982,6.13277250924688,6.38301175930696,6.35625375773822
"HYOU1",6.32506722707449,6.39319461956441,6.37356860129108,5.85182145008075,5.83005491625435,5.90954091259361
"RBM5",9.74566703288806,9.79285134769752,9.77831513298185,10.9340693025655,11.0204754423028,11.0299145003046
"RBM5",10.1411164451212,10.1041877315485,10.1009296161816,11.2949760809691,11.2880985090988,11.2979996849008
"DYNC1LI2",9.25717106444896,9.2528807476662,9.14585929165824,9.14479518406594,9.16641492271657,9.17818025586789
"DYNC1LI2",11.3677657591189,11.3440891417613,11.3368125327791,11.252812281383,11.2696479136132,11.2654412428618
"TNFAIP1",8.35598318986029,8.42068101962557,8.3823840565711,8.58911525442533,8.68494281728418,8.66504346805854
"TNFAIP1",9.35367127638845,9.33188627693174,9.30744115584606,8.69134726192573,8.69430101362526,8.74046306836271
"TMEM258",11.5877785269802,11.5389535657583,11.5611680645148,11.0331088402616,11.0293608613094,11.0686359266834
"SERPINF1",3.13141180730505,3.2457978674307,3.04163210560788,3.48009198695056,3.15645081807899,3.00891429188509
"CMTM3",9.8008224397866,9.87285566657235,9.84880878159271,9.04388041890713,8.99934437342117,8.97905007540138
"MAL2",3.98130444938244,4.28458482846021,4.34859765985611,4.59721247374172,4.64687001826354,4.58930193345807
"MAL2",3.56439220738177,3.68338118507941,3.71501762089237,3.98471093416248,4.14799495099012,4.08562302958864
"RAB31",7.804642324484,7.79678541606057,7.7237330907165,8.18829661836286,8.34961698097197,8.29725729601845
"RAB31",8.12343322442775,8.08314320867055,8.0681388062219,8.53275532081179,8.57184767073899,8.56989079626922
"RAD23A",9.38999706902296,9.26075318574399,9.32964941243153,9.45205711511209,9.53442102990792,9.49436669076815
"RAD23A",9.66315437810139,9.61383606607239,9.5521186660436,9.60272860345713,9.65100147170353,9.64961100423494
"ADRBK1",5.61414638900424,5.54792334960784,5.49803488843534,5.02849171972663,5.27591198492346,5.11513296515274
"ADRBK1",6.13982922256043,6.29478243552167,6.30611605422661,6.1935471286796,6.259626833818,6.20014107812661
"GOLGA7",8.05023284400999,7.97975808402079,7.99518290920877,7.85325749189355,7.93443345189969,7.92685806354223
"GOLGA7",9.16771612651574,9.17260190652532,9.13818777746446,9.07696941752937,9.07856396750461,9.13333280424219
"SELT",10.841135205538,10.9284055085784,10.8622956758104,10.8773792492015,10.8635497561604,10.8814057332213
"SELT",8.96385036899513,8.97734002482383,8.9882624731328,9.37556619684507,9.38984385910978,9.54730400923776
"SELT",8.72050988870163,8.67450612522351,8.69555467881073,8.96841466572447,9.02315952990972,9.13006080231095
"NDUFB9",12.4910614078563,12.5130991909914,12.5336965841879,12.6621192361363,12.6476663858967,12.6343601384473
"NDUFB9",12.0654923152303,12.0705135435665,12.0249246607093,12.1963795842267,12.2055107265414,12.1917744910224
"ARF3",10.3538509510962,10.29845936881,10.3665163020034,9.30257789194938,9.19639760950517,9.3189373773657
"ARF3",8.89754925377689,8.95501873610554,8.94377627921887,8.56508150590862,8.54091111997686,8.60899904467099
"SLPI",7.13735434878133,7.10540475045686,7.11729344261878,6.97235763050029,7.10142750588451,7.10997671894527
"BST2",10.7936699301013,10.7648395662724,10.8038497588664,9.26972536026732,9.32683536000573,9.40215394695021
"BST2",10.8081597261685,10.8414950813039,10.8484750452327,9.43602366184041,9.5365741646977,9.48904672627435
"BST2",10.8000175745343,10.7649700681733,10.8284464421058,9.31926874364839,9.42987890271023,9.41981279255772
"GPAA1",9.14903096533632,9.01119176895168,9.13900241507419,8.85554391926691,8.85264012063667,8.95744678223943
"SLC25A29",8.0206180175828,7.9472342215907,7.84045311713677,7.10271618157389,7.17634943539737,7.14806214370139
"BABAM1",9.7767554882793,9.72684293130509,9.76370741755537,9.16748762969324,9.1719039318844,9.29587474856929
"RPS5",13.8377595582071,13.844991626159,13.78486666662,13.810659784404,13.8415649937485,13.8478217491217
"PPP2CB",10.3505758742362,10.3599869534602,10.3270723868128,10.9748153749185,10.9185470991261,10.8334587258815
"PPP2CB",10.3453779314079,10.3586785902372,10.3872944270302,10.9161272599269,11.0196773367224,10.8675426189642
"FAM168B",6.68605455080147,6.69494762233372,6.71310170928516,8.54090830910117,8.59648186647603,8.61157184502183
"FAM168B",10.0485989961606,10.0141861828372,10.0283967219242,10.1193042322269,10.1353768227858,10.195928394367
"FAM168B",10.7958910003535,10.8443324353302,10.8116877670783,10.7556501796911,10.7784678448846,10.7252454786948
"RGL2",8.57816691326293,8.52206964251788,8.55652547301764,7.82424573705402,8.03654684629927,8.15121548021157
"C21orf33 /// LOC102724023",9.09597492642072,9.02286542725231,9.11423232450608,9.00335332344115,8.93072402395439,8.94059813855484
"TRIB1",8.38777236314784,8.39781170515263,8.36725794362044,9.71366187546127,9.77833062197862,9.74770823037438
"TRIB1",6.11154842917014,5.92760749841406,5.92067054233068,7.03729771501673,7.28472067723925,7.08500710225244
"GBF1",7.88458184269063,7.78544126884834,7.72556369046886,8.43156766582753,8.6010041625404,8.45319784379942
"LAMC1",9.16781672855732,9.17841299040588,9.15185357743418,8.16830747704052,8.16285566424371,8.23302358439043
"LAMC1",10.2695989109979,10.2200297717837,10.2067919784614,9.10538077268266,9.06596757881619,9.09259119549949
"LAMC1",9.14527366976055,9.23738507694009,9.1076900650306,8.67225598746218,8.7285889021608,8.69937682834969
"LAMC1",7.3675878239506,7.36789871720855,7.32329641068764,6.6067693051895,6.59883569691853,6.60027293322783
"STMN3",11.1595062830097,11.2071782902773,11.114409090215,8.72647793872992,8.79085287663635,8.81896045546078
"STMN3",6.29831780244711,6.31014478542939,6.25082062840876,4.77233163412178,5.1777723122016,4.73654003394749
"EFTUD2",4.71319609620832,4.55531397665229,4.72470667414947,4.90336577299811,4.8823278259769,4.90395671384444
"EFTUD2",10.6326910712968,10.7144465171706,10.5958620667596,10.1228260391832,10.1867158154023,10.2151849265621
"EFTUD2",10.4250071155443,10.4973079393644,10.3437496828364,9.93578485166159,9.96013709924269,9.92647209563523
"PRDX4",11.648442317693,11.7125158658908,11.667973012479,11.4205749639124,11.4648309178255,11.4565260741295
"FAM162A",10.605697970593,10.4877143424209,10.4909295659005,9.32482656334313,9.30481242815827,9.31357309607283
"TNC",7.92595056655878,7.91742810667467,7.8329137884626,8.8684882145232,8.86283118102728,8.84345280509215
"TNC",8.73796419692761,8.75577260003746,8.72588051659139,9.73581102002521,9.72915233970306,9.71587983264308
"SLC37A4",9.72304654580712,9.60948660154511,9.62995178824704,8.13769170811781,8.19223588423475,8.22570981208804
"SLC37A4",9.17376742868628,9.20620537234579,9.14727470761163,7.70909366646059,7.72841409639011,7.75434997732712
"SLC37A4",9.42172644207144,9.48189036789225,9.41551276037769,7.92049688225912,7.95134126995112,7.98765798398401
"VAMP2",6.21256135991963,6.14616844021852,6.21339766849043,6.47599044091608,6.43029834502443,6.68115090330682
"VAMP2",5.46065357613554,5.25780727724336,5.5489037731624,6.02132520152964,5.74814974801852,6.16868124464244
"DESI2",10.5247064300501,10.5012832305113,10.5413956653798,10.1284462661876,10.1837329685671,10.1869635896065
"DESI2",8.94795822934436,8.93985924698242,8.91605955079392,8.81660345633298,8.80399714282603,8.84992372448199
"PIM3",10.3873757585206,10.5505791027715,10.4453426922569,12.3503244176184,12.3748449598513,12.3463725289963
"ATP6V1B2",9.89272273102292,9.90814960670905,9.88053060740554,11.3482957812558,11.4157604841285,11.424529337288
"ATP6V1B2",9.46478827289108,9.45502975716511,9.48707382631204,10.8679641180108,10.9750074364142,10.9061876784461
"HSBP1",9.29087852992784,9.26302465692327,9.23682899317521,7.97408071678816,7.94165533567134,7.94205115020996
"HSBP1",11.2903753141161,11.3678435873098,11.2924431260043,10.9004484794259,10.9277725675758,11.0107277070866
"HSBP1",11.6890309007639,11.6971579638077,11.6940680800802,11.3511611540179,11.3921003986731,11.3010738620565
"HSBP1",11.5374758735381,11.5000412881728,11.5108078472803,11.1299983339571,11.1545058952597,11.1554139145354
"ELOVL5",9.97988811662638,10.0176557720284,9.93028036494304,8.80088257752108,8.81962312632259,8.88208155480475
"CALCOCO1",6.85531006080477,6.78091726448018,6.84797490661217,6.99003332070384,7.10103483737727,6.93705575155431
"CALCOCO1",5.58601706252688,5.63743105671224,5.50929669600224,5.76258646328686,5.76619016011777,5.87422381137776
"WDR77",9.64663782539396,9.66325839726357,9.59636328067064,9.92246971783891,9.93588056463508,9.91716907221943
"WDR77",9.75268199282747,9.7617303477895,9.70312502671512,9.72215754216994,9.67920190825861,9.70958913889312
"AHSA1",11.3276568789224,11.2987988773306,11.356600701981,10.3540128906319,10.3615508880389,10.4557917145643
"SF3B1",11.3205166312022,11.3258982259119,11.270851333672,11.7312271314816,11.7636928778113,11.7480700707914
"SF3B1",9.20359564456392,9.20197627783546,9.13338479309062,9.65583150554385,9.69181232770284,9.73810950951267
"PXDN",8.40484980133471,8.39348565373891,8.42902792193774,8.39976957961534,8.41803572255176,8.38188779932802
"AKT1",10.4738883095195,10.5243401968543,10.4581922559167,9.12570716443053,9.08834653390463,9.20399670967443
"SNW1",10.1587094820359,10.2273956197345,10.1522883346489,10.8026097810966,10.7038216566778,10.6369352315722
"SNW1",9.89875809278446,9.96140572220715,9.76726259068307,10.4136049700499,10.4843946204107,10.3922660136899
"PRG2",3.86358614427423,3.90203516880618,4.10446486794469,3.92620678599471,4.05346458119986,4.18590489328845
"PRG2",4.75834286915306,4.6226984783528,4.79728339023123,4.85943937704442,4.8491921037815,4.94579355217029
"CKS1B",10.9187441228114,11.016933872477,11.0098700533933,10.4097592456136,10.351263013268,10.3681853058325
"KLF6",10.2153697171635,10.2502416905313,10.1884741272297,11.9991023012879,12.0449755073505,11.9685443009152
"KLF6",8.80110082079228,8.84985672933699,8.81907030545978,10.6937724087177,10.7229896599596,10.7388054925447
"KLF6",9.29683423922572,9.41530660263266,9.38504005730058,11.0696799764631,11.0578087885148,11.0444752518257
"SGTA",7.60790449075208,7.52328118806255,7.45805144265128,7.73871749584291,7.80734933437372,7.89104867210327
"RAP1A",9.83235841417733,10.084824530619,9.96592608932349,9.32762727231356,9.3257901671944,9.16963519581974
"RAP1A",8.84153005005351,8.87428903758446,8.82825223886971,8.26489238091967,8.44550645962719,8.45420559455299
"RAP1A",9.08581411828653,9.10591536021585,9.14812960345765,8.64788568634607,8.66216309638077,8.63886585390818
"ATG3",11.0795601028128,11.0663095887142,11.1543109762076,11.8285705224906,11.8102176552239,11.8561474842294
"ATG3",11.5830860970303,11.6444333910304,11.6325951671174,12.0946063321292,12.1077742691814,12.0694572939791
"ATG3",10.9545717423614,10.9894787849326,10.8681455103764,11.5814675686215,11.6181478811809,11.585763949784
"PCNA",12.6024512340796,12.6332908409129,12.5829735365886,10.4566474855258,10.4387744367815,10.4263892817325
"MPZL1",8.89669008371823,8.88031764458196,8.92519480259344,8.2102155760974,8.18602840147105,8.29317267839292
"MPZL1",9.58897517568318,9.49037343060363,9.47838672158965,8.55997466170256,8.61723299285778,8.53393200125801
"TOMM22",10.4188600123206,10.4324642754601,10.4012004948581,9.89928783791009,9.94452453612674,9.90836244402206
"TOMM22",10.9117926279021,10.8986898630885,10.8331607455814,10.3702250235596,10.3060182604249,10.3972554566176
"XPNPEP1",8.45989579838873,8.4933826182213,8.48399059199126,7.95187676859831,7.93833868050127,8.02076559703593
"PIGR",3.41087098598975,3.30820494115311,3.96904292067947,3.39604352054068,3.56664601286589,3.49274799198286
"PIGR",3.81240783726808,3.90633663643408,3.7805820803984,3.67224034828746,3.77984992919806,3.86314333543313
"PIGR",3.38366220605646,3.49030723351217,3.39825453809391,3.36233780496019,3.49010532354271,3.38750186713782
"PIGR",5.30475298219574,5.35964390897175,5.45478332010441,5.1444250932697,5.40737500674775,5.20165717999925
"STAMBP",8.78909333958377,8.96372103143991,8.84892411479789,9.70864606116082,9.777940229491,9.75649182984482
"POR",8.70511160202028,8.66452694046805,8.65487829018387,8.58622535842402,8.53105910840185,8.6140278429099
"ZFP36L1",6.58071954147568,6.40494238954098,6.42180336542196,6.45828752983559,6.4209676128763,6.35314930199996
"NDUFS6",11.3860680310222,11.3955919347535,11.3569896240354,11.0484597454712,11.03991434451,11.0778403810865
"PDIA4",11.1135919315043,11.1076857798985,11.0599602883795,9.37817085061541,9.33308173082395,9.35046507339554
"PDIA4",11.9932752944711,12.0354127138771,11.9683184269266,10.2949516969982,10.3385505456626,10.3707817582569
"PDIA4",10.9407696615914,10.8950301613514,10.8382269405876,9.20936481840425,9.31390814901705,9.40930681784955
"WDR34",9.25633396648064,9.26376948037018,9.23587334187997,8.40489824055253,8.49045813965549,8.44774159503303
"API5",10.4799481452744,10.4273965940192,10.499653085887,10.2502721639646,10.2024129343881,10.1470589442413
"API5",8.0995951907319,7.9359683350525,7.92662587399753,7.87767485143685,7.873875894939,7.94886505421138
"NAT10",8.60435709950652,8.56034985877566,8.534604084598,8.94830391352224,9.06377902540257,8.98775067183542
"NAT10",9.20495906396485,9.13510082644567,9.12225751732369,9.49903154618535,9.47822455249053,9.60389512879963
"ZYX",8.25794593281426,8.18710678130596,8.28092956075781,8.70914770832369,8.7149265398504,8.80785442079626
"ZYX",9.18716942837863,9.18728190908216,9.23735873232842,9.63732357661385,9.64861649342723,9.72451498084445
"BAG1",8.02244104894312,7.91878022391401,7.96347645763879,9.37973711705905,9.36773569716255,9.36767406121116
"IGF2R",8.67353707183931,8.57877057038938,8.53212469280829,8.97680101844177,9.01933421370311,9.05939362563141
"IGF2R",9.82512685716162,9.78967922085538,9.70336882452269,10.121360815757,10.1195055742049,10.101741735942
"FSTL3",5.98554030325395,5.91384576237922,5.73027200371848,7.11634029076442,7.44452634131247,7.2617077834576
"FSTL3",7.44530825650242,7.40615206242212,7.41775646537218,9.12777195996794,9.13558644961399,9.22246835138922
"FSTL3",8.81625090181069,8.83025411344982,8.85523843642095,9.6922161492548,9.68204467613642,9.56451077909658
"MTOR",7.9870752635514,7.95162218450331,8.00249300555203,7.47976127771182,7.46500332805177,7.53700478515133
"MTOR",8.95163084836866,8.92027282542973,8.90552643866828,8.38052580803547,8.36446235182991,8.45105192288261
"MVP",9.06122007619967,9.12679748680657,9.07413178265913,8.000587763286,8.08932894323237,8.0509277283038
"COX7A2 /// TMEM30A",9.811832946558,9.94337851086856,9.92879016004225,8.74609526166408,8.83095357512664,8.76847739593875
"COX7A2 /// TMEM30A",9.73023663561525,9.83482575576917,9.76925826201047,9.43063010075976,9.52990845003949,9.35561268582078
"TMEM30A",8.94447025409384,8.97462375954095,8.89081786823671,8.64405533002507,8.59685817428396,8.62101039507835
"SMS",12.3144399721563,12.3308336736499,12.2327667921084,11.9954431053025,12.1056823956443,12.0255259807507
"SMS",12.3324194931481,12.3101912247905,12.2776350060792,12.0699856862538,12.1181144352733,12.1395435862652
"SIGMAR1",9.73604012056123,9.80940344610311,9.72249159053293,9.01793995655901,9.07401020803124,9.06099615208378
"SIGMAR1",9.91394476877461,9.96619603166249,9.90507162215175,9.22208536354233,9.28124338109446,9.33213069006186
"SIGMAR1",10.6583537615843,10.6300504907144,10.6168647425877,10.0136945292024,10.0594605684975,10.0623866468466
"PDCD6IP",7.37741585178051,7.41163394595395,7.30880545583039,7.83231132745709,7.90860543339047,7.77158069512916
"PDCD6IP",10.9820087099664,10.9362926119679,10.93498260816,11.2624582784616,11.2281847433608,11.2331615000048
"PRKACA",4.6617221332628,4.66920657822876,4.73091464010206,4.17991881488087,4.47782033123648,4.65714538306556
"CHMP7",8.85478034819174,8.83326574722642,8.77131428050839,8.4508485823125,8.50898944728402,8.48675551235136
"TRAF3IP2",8.32813083381389,8.28833449546361,8.36379853997601,8.34372057131572,8.46056351764097,8.4435046231974
"PMEPA1",8.28132165075965,8.25228798752668,8.33726151681112,7.41604119257362,7.36209040442021,7.6543200542569
"PMEPA1",8.20596642106054,8.10816264154817,8.00963079349276,7.80337868679588,7.77592661697566,7.67657519127403
"PMEPA1",9.2422377353272,9.12963921216857,9.15142521812788,8.88077915640091,8.93259176963554,8.94634890563587
"PAFAH1B1",10.1277706614633,10.1046518574086,10.1098456808675,9.81212174528998,9.7829716868585,9.80806408270103
"PAFAH1B1",9.26696347782423,9.26963412403123,9.25429597573819,9.78618741195222,9.84256912455783,9.8931319641347
"B4GALT1",7.81977524381569,7.55031117821928,7.70001156318768,7.77406835988647,7.63907014561548,7.69540041457993
"B4GALT1",9.15726748589929,9.03695779132283,9.06832077333777,8.48873758169472,8.61396753802537,8.63905892174079
"B4GALT1",6.68216272388873,6.57108993295148,6.48092137250018,5.49906757210839,5.98409604208616,5.84911807711264
"BAHD1",8.39240995969135,8.43732820060171,8.36221158841196,8.10478124686894,7.87452306983556,8.03877860442973
"RNF40",9.62345171180532,9.6001336456361,9.58254111589643,10.2619504103412,10.1985224481297,10.2741600684882
"RNF40",6.54591616579941,6.52761841477641,6.48415633258463,7.33118072214424,7.41877857324057,7.43642427453619
"LBH",4.23943511750223,3.94431865054657,3.92435767914237,4.32971555725787,3.93392213012367,3.82997011017613
"LBH",5.43717956792136,5.41089955757988,5.29775901332162,5.35683909447415,5.21807735244141,5.42630170001724
"LBH",4.13120112848646,4.23023740577392,4.03414625808449,4.16080251082785,4.27322961475539,4.2394856611048
"CIAPIN1",10.062339049163,10.1591148192375,10.1072629966297,10.2263385263467,10.2623010687623,10.2000657798818
"CIAPIN1",9.65903111434774,9.70486669371483,9.71127179521015,9.9263933497446,9.94611000637734,9.95549769321343
"MGST3",10.7410935095184,10.7358110967975,10.7277628098386,9.88041089109507,9.90567483329179,9.91653162482086
"NUDC",11.5636274895502,11.5562140891382,11.4930475988453,11.4285202602337,11.4451895745827,11.4109196510543
"MX1",4.84055490812301,4.77016021700243,4.79186139889198,5.52035609324356,5.571201011421,5.81001871667792
"MRFAP1L1",9.82661442995408,9.76368859903817,9.75117481920895,10.1146546415185,10.1091647575764,10.1024861983013
"CCDC28A",8.01742962057681,7.99605108220765,7.93825068245302,7.73167633295358,7.85766895470378,7.81599045927753
"LMNB2",6.78944006475636,6.98244728484046,6.82569029420171,6.06288601383593,5.94141954962661,6.06589923584344
"LMNB2",11.0437920342465,11.0543257014792,10.9989679363244,9.12760547390761,9.18847043024893,9.13748622864414
"SYVN1",8.71855661753822,8.5655689790981,8.66160748871065,8.11210939901478,8.20331315486888,8.12127139476244
"P4HB",11.5282094645328,11.5714177905838,11.4991394258869,10.4805110197372,10.5735126410088,10.4989660068671
"P4HB",12.2060465313336,12.190120957285,12.2101711859756,11.5668950040435,11.5941467174955,11.6507653491015
"P4HB",12.2448369543881,12.2411893847315,12.2567842681958,11.6005192369569,11.5893682728804,11.6521512860253
"METAP2",8.26193546197143,8.19064596811878,8.18711502942438,8.47357388388383,8.54059077046561,8.5583610345231
"METAP2",10.8899298103924,10.9256477016099,10.8696219645407,10.964603452572,11.0278106483842,10.8799949938865
"C5orf15",10.538485946072,10.5174582255064,10.5152679430256,9.76369187331948,9.77793150517268,9.72901940726266
"C5orf15",9.36037622140502,9.36217694350809,9.35333679060548,8.47897179007264,8.46069082929025,8.5224104580377
"VPS25",10.355752794424,10.390781388017,10.3592001813851,11.2922386853305,11.293724221025,11.2470824645585
"MED15",8.4148350653962,8.36689116524115,8.35980508015529,9.29761547865778,9.49485557353737,9.52640555123439
"ALCAM",10.2903976328598,10.396062231415,10.3371132147774,9.86503439084996,9.92553099035439,9.84883821877048
"ALCAM",9.9444328236402,10.0148585962064,9.92961273378431,9.52195240502382,9.61523501097076,9.4621420065977
"ALCAM",10.1138554590013,10.1862348405884,10.1767663166099,9.63754931501715,9.7567388846514,9.74021951483252
"ALCAM",9.80620218069968,9.85749924791958,9.74069294783793,9.56467256622008,9.72718366090143,9.61583511168848
"ALCAM",12.1153721694889,12.1437784423193,12.1026981859164,11.7983444452739,11.8544903019274,11.8254974582138
"ABCB6 /// ATG9A",6.33488718659911,6.35702584582378,6.30427975539014,5.34524035044488,5.65449693862969,5.65205076737271
"SEC13",11.264431607335,11.2899748998983,11.2425695419495,11.0507570277813,11.1334914162074,11.1250291531819
"SEC13",11.2285057189354,11.2231683708882,11.2143302487959,11.0188211817874,11.0068516483078,11.0593645779147
"VWA9",8.62647645170136,8.62078456006494,8.54894175323987,8.40558081269975,8.44550645962719,8.44574743902947
"VWA9",8.99028979160595,8.96881820232598,8.9321979454793,8.64506210701803,8.75669951418268,8.72924199635512
"SETD2",8.47148057426442,8.451570906966,8.42461052771407,8.84951595197857,8.9253352094525,8.94316973166192
"SETD2",9.69534980939696,9.7095757307815,9.72539649768726,10.0655760479685,9.96112748055426,10.1268676343795
"SETD2",7.67463076001705,7.68733211557019,7.6792111624146,8.44067032632767,8.55636312543255,8.58801996375372
"ID1",10.2751926702142,10.2666043582899,10.2184324072458,7.77468734371948,8.00276005335226,8.16367660047277
"ID1",11.1749171388395,11.1992959899755,11.2070868042234,8.92913827629363,8.96055274950103,9.16440612617282
"ADIPOR2",7.1106572124375,7.25536327404958,7.24588961585821,6.7807314623512,6.93305065304627,6.94614614853704
"UBE2Q2",7.64028003060154,7.57710338296504,7.44021609577234,6.20519462000813,6.22624406889772,6.25198199763884
"UBE2Q2",8.28132165075965,8.1817206584968,8.25419693258305,6.73667327170162,6.75060446889923,6.78093235438275
"UBE2Q2",9.437016161053,9.38816517566324,9.37773760967881,7.88297196396419,7.80912559818206,7.94801821062734
"PISD",9.16936834536013,9.17571869138748,9.11189754559422,9.07505773928903,9.10115957001285,9.06101678849436
"PFKM",9.99193927384913,10.0380224578301,9.96554566214175,9.09727848736862,9.10349606372272,9.19348074545096
"MGP",3.3835023982378,3.43172658589808,3.19965484253239,3.30942112009956,3.40453744558107,3.41518885992215
"ASNA1",9.61247051435655,9.57814181012952,9.56793363610462,9.66287293717716,9.73416801509295,9.80128051972854
"NDUFA8",11.6968413996599,11.7382193192594,11.712515027941,11.2782596797954,11.3226694410625,11.2979752508166
"GLUD1",11.8663636995318,11.9267867110406,11.8642763121594,11.4604645208387,11.6154690932952,11.5362209255795
"GLUD1 /// GLUD2",11.2686997250261,11.2393605407202,11.1714586822852,10.8323760514094,10.8411266752815,10.8457558866215
"GLUD1",9.32694956541881,9.41712595724098,9.35487843616957,8.9511004592931,8.92413704844427,8.63609418325002
"VPS28",10.4198160937399,10.4258522692386,10.367427063055,10.6078382908101,10.7153155559816,10.7500595925902
"CITED2",7.83420464458055,7.99558208364196,8.00777989819464,10.4907298241999,10.4506464012502,10.4703990748313
"HIBADH",9.49950105456328,9.43206860325957,9.41194859531613,9.37999011580348,9.42621307691054,9.44957021237099
"HIBADH",9.66203077381966,9.7381037813193,9.67089031995395,9.46555794752933,9.51448730615315,9.45195169273995
"PLXNB2",9.72463202549817,9.77230524299996,9.69717396518541,9.82513652285779,9.85889418315095,9.9010460401409
"PRPF3",9.02442412896068,9.05821454072793,9.05587785266968,9.64544538413195,9.70553863158949,9.70581357160006
"E2F4",9.81677372198753,9.84619884955541,9.86983149892776,9.70145393874051,9.6145854024314,9.73491072896524
"E2F4",8.37084093866175,8.37791615770925,8.33751685915047,8.37047865277916,8.41984948310477,8.45518874335683
"PRKAB1",7.52523288671171,7.7003659181211,7.56556215323204,8.56307980853243,8.48260463955935,8.55980168753388
"PRKAB1",9.02685198917018,9.0014989375122,9.02080015285561,9.78140161853812,9.87705221103342,9.92785208637078
"EIF2S1",9.91178624693048,9.95617299457809,9.95010366972103,10.1963740635631,10.2380806863046,10.1820761174842
