"X","GSM8093099_E2477.1_PrimeView_.CEL","GSM8093100_E2477.2_PrimeView_.CEL","GSM8093101_E2477.3_PrimeView_.CEL","GSM8093102_E2478.1_PrimeView_.CEL","GSM8093103_E2478.2_PrimeView_.CEL","GSM8093104_E2478.3_PrimeView_.CEL"
"ABCD3",8.63677193336034,8.71972027138212,8.63529051157768,7.68337410814631,7.77427781743814,7.77765295259207
"ABCD4",7.38372609896794,7.28758116724727,7.38771679260792,7.20686511982321,7.10304874971201,7.14412588159544
"ABCE1",9.7563489771251,9.77507880796779,9.71154148149392,9.6423005565145,9.73796921730372,9.62585520968136
"ABCF1",9.03891612737706,9.08259224101988,9.12827579635256,9.34191217801868,9.3857251333397,9.42383908973972
"ABCF2",8.80712528533773,8.77011493919022,8.70752400422665,8.21152813654891,8.28022447008571,8.37941087739103
"ABCF3",8.31486148069517,8.30605153571306,8.35424353674398,8.54670753917709,8.54606778384467,8.60843638175247
"ABCG1",3.80256717207291,3.73117268482139,3.82161876035613,3.80008173781989,3.6825334752441,3.71268598978179
"ABCG2",5.93242814991238,6.03109888063892,5.99308224028596,6.2912551712659,6.30408729526611,6.23086828132157
"ABCG4",4.71022794810313,4.8348756965119,4.80406310821212,4.68565521231223,4.7095797181222,4.79625614605072
"ABCG5",4.01789826920559,4.19209531128544,4.07326526775054,3.91503459538798,3.90997728131036,3.8208766787277
"ABCG8",5.25249584592787,5.02362853366874,5.20218656123757,5.23014651200163,5.0349888764489,5.07852013012727
"ABHD1",3.79792530886045,3.78473367061427,3.96976528553046,3.64941276673831,3.59183701264145,3.63447636142833
"ABHD10",9.25063894362775,9.23544430846334,9.21464195879019,8.87773626056117,8.90682710756706,8.96214820126999
"ABHD11",7.38510385712338,7.36923456844567,7.38346543612371,7.29872253304764,7.32643572004993,7.29987567734774
"ABHD11-AS1",4.89864797108168,5.24214068844256,5.16405342663861,5.20142713963201,5.13446643446003,5.23671366337639
"ABHD12",9.04471021290883,9.04822295924005,8.98238245562057,8.86732380374978,8.86587023712509,8.90859311659366
"ABHD12B",3.27741712183321,3.23440197539314,3.21802442554017,3.27690449478377,3.14955195174702,3.27185276196301
"ABHD13",7.0272058820042,7.11076618490997,7.00742437301775,7.38273938422265,7.48787427929317,7.47103961938283
"ABHD14A",7.13106517383413,7.33570471942895,7.27908162175173,6.41874541467725,6.60198525568168,6.59463315359446
"ABHD14A-ACY1",4.16047053603588,4.39630435557544,4.64439961575066,4.3034731413421,4.187462257827,4.4880415642954
"ABHD14A-ACY1 /// ACY1",7.79527703606089,7.87149879108661,7.88193143730065,7.85893940931341,7.79388641441589,7.91322583647606
"ABHD14B",6.73489609457966,6.54205863677216,6.69812311351436,6.34526833971738,6.37352946674766,6.52424775936308
